from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
PARA2,1001,2,240,KPL__0__6416__RAIL__Rail_SaSu+Hol,262__0__703__UZM__4101__4101
PORI2,2001,2,0,KPL__0__6316__RAIL__Rail_MTuWThF-XHol,226__0__133__TZM__304__2__304__2
8140,WATE1,2,0,170__0__419__TZM__605__1__605__1,HVL__1__3827__RAIL__Rail_SaSu+Hol
3000,3000,2,120,1__0__729__TZM__111__1__111__1,60__0__709__MNM__1061__1061
TAIT2,9297,2,0,HVL__0__3622__RAIL__Rail_MTuWThF-XHol,121__0__131__TZM__426__426
6720,7720,2,120,7__0__509__TZM__211__211,29__0__455__TZM__117__1__117__1
8251,TAIT1,2,0,120__1__204__TZM__419__1__419__1,HVL__1__3645__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__204__TZM__419__2__419__2,HVL__1__3645__RAIL__Rail_MTuWThF-XHol
PORI2,2003,2,0,KPL__0__6418__RAIL__Rail_SaSu+Hol,220__1__406__TZM__301__1__301__1
7017,7017,2,120,23__1__122__TZM__106__1__106__1,1__0__169__TZM__1__2__1__2
3000,3000,2,120,1__0__171__TZM__232__232,60__0__133__MNM__3122__3122
TAIT2,9251,2,0,HVL__0__3626__RAIL__Rail_MTuWThF-XHol,120__0__177__TZM__407__2__407__2
TAIT2,9251,2,0,HVL__0__3624__RAIL__Rail_MTuWThF-XHol,120__0__177__TZM__407__2__407__2
1001,PARA1,2,0,260__1__702__UZM__4104__4104,KPL__1__6419__RAIL__Rail_SaSu+Hol
8251,TAIT1,2,0,120__1__118__TZM__433__433,HVL__1__2617__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__102__TZM__411__1__411__1,HVL__1__2617__RAIL__Rail_MTuWThF-XHol
6081,6081,2,120,2__1__146__NBM__122__2__122__2,18__0__117__NBM__15__5__15__5
6081,6081,2,120,2__1__144__NBM__5__6__5__6,18__0__117__NBM__15__5__15__5
8251,TAIT1,2,0,120__1__448__TZM__413__413,HVL__1__3839__RAIL__Rail_SaSu+Hol
8297,TAIT1,2,0,121__1__106__TZM__409__1__409__1,HVL__1__4605__RAIL__Rail_MTuWThF-XHol
WAIK,1501,2,240,KPL__0__6226__RAIL__Rail_MTuWThF-XHol,281__0__111__UZM__808__808
UPPE,8579,2,240,HVL__0__3866__RAIL__Rail_SaSu+Hol,110__0__749__TZM__503__503
2003,PORI1,2,0,220__1__104__TZM__306__2__306__2,KPL__1__6241__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__107__TZM__308__1__308__1,KPL__1__6241__RAIL__Rail_MTuWThF-XHol
7730,7730,2,120,23__1__434__TZM__110__1__110__1,7__1__464__TZM__104__1__104__1
PORI2,2001,2,0,KPL__0__6416__RAIL__Rail_SaSu+Hol,220__0__405__TZM__304__1__304__1
6733,6730,2,120,7__0__115__TZM__110__2__110__2,23__0__119__TZM__104__2__104__2
6733,6730,2,120,7__0__113__TZM__203__2__203__2,23__0__119__TZM__104__2__104__2
7017,7017,2,120,29__0__117__TZM__105__2__105__2,1__0__157__TZM__118__1__118__1
PARA2,1000,2,0,KPL__0__6322__RAIL__Rail_MTuWThF-XHol,250__0__131__UZM__205__1__205__1
WAIK,1501,2,240,KPL__0__6456__RAIL__Rail_SaSu+Hol,280__0__423__UZM__4702__4702
7017,7017,2,120,29__0__157__TZM__103__2__103__2,1__0__281__TZM__1__2__1__2
8580,UPPE,2,240,112__1__134__TZM__524__524,HVL__1__3641__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__431__TZM__602__1__602__1,HVL__1__3839__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__148__TZM__424__424,HVL__1__3603__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,261__1__418__UZM__4704__4704,KPL__1__6451__RAIL__Rail_SaSu+Hol
9001,PETO1,2,0,154__0__107__TZM__408__1__408__1,HVL__1__4605__RAIL__Rail_MTuWThF-XHol
PARA2,1000,2,0,KPL__0__6454__RAIL__Rail_SaSu+Hol,260__0__423__UZM__4705__4705
WAIK,1501,2,240,KPL__0__6412__RAIL__Rail_Sa,280__0__401__UZM__4702__4702
PORI2,2001,2,0,KPL__0__6314__RAIL__Rail_MTuWThF-XHol,226__0__131__TZM__309__309
WATE2,9165,2,0,HVL__0__3836__RAIL__Rail_SaSu+Hol,130__0__719__TZM__406__406
3000,3000,2,120,1__0__427__TZM__202__1__202__1,19__0__413__TZM__210__210
PETO2,9001,2,0,HVL__0__2642__RAIL__Rail_MTuWThF-XHol,150__0__125__TZM__430__430
7083,7083,2,120,18__1__716__NBM__37__4__37__4,2__0__765__NBM__4__5__4__5
5915,5915,2,0,22__0__443__NBM__33__5__33__5,21__0__443__NBM__201__7__201__7
WAIK,1501,2,240,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,281__0__131__UZM__502__3__502__3
1001,PARA1,2,0,250__0__115__UZM__302__3__302__3,KPL__1__6223__RAIL__Rail_MTuWThF-XHol
PARA2,1001,2,240,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,262__0__149__UZM__1013__1013
7720,7700,2,60,29__1__142__TZM__109__2__109__2,7__1__198__TZM__117__2__117__2
7017,7017,2,120,23__1__742__TZM__107__107,1__0__801__TZM__104__104
6055,6017,2,240,1__1__476__TZM__112__1__112__1,23__0__439__TZM__108__1__108__1
2002,PORI2,2,0,60__0__431__MNM__2052__2052,KPL__0__6448__RAIL__Rail_SaSu+Hol
PARA2,1001,2,240,KPL__0__6334__RAIL__Rail_MTuWThF-XHol,261__0__137__UZM__834__834
1001,PARA1,2,0,262__1__120__UZM__505__505,KPL__1__6237__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,29__1__710__TZM__112__112,7__1__724__TZM__115__115
1001,PARA1,2,0,261__1__150__UZM__303__303,KPL__1__6347__RAIL__Rail_MTuWThF-XHol
7017,7017,2,120,29__0__153__TZM__103__2__103__2,1__0__263__TZM__1__2__1__2
8140,WATE1,2,0,160__1__726__TZM__602__602,HVL__1__3863__RAIL__Rail_SaSu+Hol
7730,7730,2,120,23__1__454__TZM__110__1__110__1,7__1__508__TZM__204__2__204__2
8580,UPPE,2,240,110__1__110__TZM__512__1__512__1,HVL__1__2613__RAIL__Rail_MTuWThF-XHol
9416,SILV,2,240,115__0__113__TZM__524__524,HVL__1__2633__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,261__1__714__UZM__4104__4104,KPL__1__6443__RAIL__Rail_SaSu+Hol
PARA2,1001,2,240,KPL__0__6444__RAIL__Rail_SaSu+Hol,262__0__417__UZM__4701__4701
2001,PORI1,2,0,220__0__715__TZM__303__1__303__1,KPL__1__6429__RAIL__Rail_SaSu+Hol
PORI1,2002,2,0,KPL__1__6305__RAIL__Rail_MTuWThF-XHol,60__1__132__MNM__3122__3122
2002,PORI1,2,0,230__1__700__TZM__301__301,KPL__1__6415__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__404__TZM__303__2__303__2,KPL__1__6415__RAIL__Rail_SaSu+Hol
7083,7083,2,120,18__1__704__NBM__26__3__26__3,2__0__717__NBM__1__8__1__8
6224,6224,2,240,2__1__220__NBM__31__6__31__6,12__0__151__NBM__90__90
3081,3081,2,120,60__1__110__MNM__3111__3111,1__1__158__TZM__225__225
PARA2,1000,2,0,KPL__0__6320__RAIL__Rail_MTuWThF-XHol,250__0__129__UZM__1313__1313
WATE2,9140,2,0,HVL__0__2610__RAIL__Rail_MTuWThF-XHol,170__0__105__TZM__602__2__602__2
PORI2,2002,2,0,KPL__0__6334__RAIL__Rail_MTuWThF-XHol,230__0__135__TZM__308__1__308__1
2002,PORI2,2,0,60__0__453__MNM__2042__2042,KPL__0__6468__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__240__TZM__131__131,23__0__161__TZM__104__2__104__2
TAIT2,9251,2,0,HVL__0__4628__RAIL__Rail_MTuWThF-XHol,120__0__199__TZM__419__1__419__1
TAIT2,9251,2,0,HVL__0__4628__RAIL__Rail_MTuWThF-XHol,120__0__199__TZM__419__2__419__2
TAIT2,9251,2,0,HVL__0__3644__RAIL__Rail_MTuWThF-XHol,120__0__199__TZM__419__1__419__1
TAIT2,9251,2,0,HVL__0__3644__RAIL__Rail_MTuWThF-XHol,120__0__199__TZM__419__2__419__2
7026,7224,2,120,12__1__156__NBM__10__5__10__5,2__0__279__NBM__40__4__40__4
SILV,8416,2,240,HVL__0__3628__RAIL__Rail_MTuWThF-XHol,115__0__127__TZM__524__524
WATE2,9165,2,0,HVL__0__2618__RAIL__Rail_MTuWThF-XHol,130__0__109__TZM__410__1__410__1
WATE2,9140,2,0,HVL__0__2630__RAIL__Rail_MTuWThF-XHol,170__0__131__TZM__601__2__601__2
7017,7017,2,120,29__0__717__TZM__112__112,1__0__777__TZM__1__1
7083,7083,2,120,18e__1__416__NBM__19__4__19__4,2__0__465__NBM__18__5__18__5
PETO2,9001,2,0,HVL__0__3842__RAIL__Rail_SaSu+Hol,150__0__713__TZM__403__403
WATE2,9165,2,0,HVL__0__3850__RAIL__Rail_SaSu+Hol,130__0__463__TZM__402__1__402__1
8297,TAIT1,2,0,121__1__402__TZM__411__411,HVL__1__3817__RAIL__Rail_SaSu+Hol
9001,PETO1,2,0,154__0__107__TZM__408__1__408__1,MEL__1__5603__RAIL__Rail_MTuWThF-XHol
PORI2,2002,2,0,KPL__0__6460__RAIL__Rail_SaSu+Hol,236__0__719__TZM__301__301
7720,7700,2,60,29__1__120__TZM__103__2__103__2,7__1__148__TZM__135__135
PORI2,2003,2,0,KPL__0__6446__RAIL__Rail_SaSu+Hol,220__1__726__TZM__303__1__303__1
WATE2,9165,2,0,HVL__0__3842__RAIL__Rail_SaSu+Hol,130__0__725__TZM__406__406
PORI2,2003,2,0,KPL__0__6454__RAIL__Rail_SaSu+Hol,220__1__444__TZM__301__1__301__1
6224,6224,2,240,2__1__514__NBM__37__5__37__5,12__0__451__NBM__44__1__44__1
6055,6017,2,240,1__1__768__TZM__102__102,29__1__718__TZM__112__112
TAIT2,9251,2,0,HVL__0__3818__RAIL__Rail_SaSu+Hol,120__0__701__TZM__602__602
2001,PORI1,2,0,220__0__185__TZM__313__313,KPL__1__6327__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__178__TZM__325__325,KPL__1__6327__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,110__1__142__TZM__526__526,HVL__1__2635__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__132__TZM__608__608,HVL__1__2627__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__130__TZM__602__2__602__2,HVL__1__2627__RAIL__Rail_MTuWThF-XHol
6733,6730,2,120,7__0__733__TZM__115__115,23__0__731__TZM__107__107
9001,PETO1,2,0,154__0__109__TZM__408__1__408__1,MEL__1__5605__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__408__TZM__418__418,HVL__1__3823__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,281__0__401__UZM__4702__4702,KPL__1__6417__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3844__RAIL__Rail_SaSu+Hol,150__0__713__TZM__403__403
3081,3081,2,120,19__0__159__TZM__130__130,1__1__206__TZM__131__131
7026,7224,2,120,12__1__130__NBM__17__5__17__5,2__0__189__NBM__110__4__110__4
2001,PORI1,2,0,226__0__151__TZM__315__315,KPL__1__6337__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__151__TZM__315__1__315__1,KPL__1__6337__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__149__TZM__304__2__304__2,KPL__1__6337__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18__1__220__NBM__56__1__56__1,2__0__267__NBM__6__5__6__5
8297,TAIT1,2,0,121__1__126__TZM__421__421,HVL__1__3623__RAIL__Rail_MTuWThF-XHol
SILV,8416,2,240,HVL__0__2624__RAIL__Rail_MTuWThF-XHol,115__0__111__TZM__524__524
8165,WATE1,2,0,130__1__706__TZM__406__406,HVL__1__3819__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__4630__RAIL__Rail_MTuWThF-XHol,120__0__201__TZM__432__432
6081,6081,2,120,2__1__104__NBM__111__5__111__5,18e__0__101__NBM__123__2__123__2
6081,6081,2,120,2__1__104__NBM__111__5__111__5,18e__0__101__NBM__123__3__123__3
7730,7730,2,120,23__1__122__TZM__106__1__106__1,7__1__156__TZM__135__135
PARA2,1000,2,0,KPL__0__6446__RAIL__Rail_SaSu+Hol,260__0__419__UZM__4705__4705
6720,7720,2,120,7__0__407__TZM__104__1__104__1,29__0__405__TZM__114__1__114__1
8251,TAIT1,2,0,120__1__104__TZM__419__1__419__1,HVL__1__4601__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__104__TZM__419__2__419__2,HVL__1__4601__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__3664__RAIL__Rail_MTuWThF-XHol,170__0__187__TZM__614__614
PETO2,9001,2,0,HVL__0__3620__RAIL__Rail_MTuWThF-XHol,150__0__135__TZM__431__431
1001,PARA1,2,0,262__1__404__UZM__4701__4701,KPL__1__6425__RAIL__Rail_SaSu+Hol
7730,7730,2,120,23__1__130__TZM__104__2__104__2,7__1__172__TZM__205__3__205__3
7083,7083,2,120,18__1__430__NBM__33__5__33__5,2__0__517__NBM__17__4__17__4
8165,WATE1,2,0,150__1__718__TZM__405__405,HVL__1__3849__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__782__TZM__204__204,29__1__722__TZM__114__114
SILV,8416,2,240,HVL__0__3624__RAIL__Rail_MTuWThF-XHol,115__0__125__TZM__505__3__505__3
UPPE,8579,2,240,HVL__0__2618__RAIL__Rail_MTuWThF-XHol,110__0__107__TZM__504__2__504__2
PETO2,9001,2,0,HVL__0__3840__RAIL__Rail_SaSu+Hol,154__0__413__TZM__407__1__407__1
WATE2,9165,2,0,HVL__0__3822__RAIL__Rail_SaSu+Hol,130__0__705__TZM__401__401
PORI1,2002,2,0,KPL__1__6429__RAIL__Rail_SaSu+Hol,60__1__710__MNM__1061__1061
1001,PARA1,2,0,250__0__415__UZM__4705__4705,KPL__1__6443__RAIL__Rail_SaSu+Hol
PARA2,1001,2,240,KPL__0__6418__RAIL__Rail_SaSu+Hol,261__0__703__UZM__4103__4103
7720,7700,2,60,29__1__126__TZM__103__2__103__2,7__1__160__TZM__242__242
8580,UPPE,2,240,110__1__448__TZM__502__1__502__1,HVL__1__3839__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__401__TZM__302__1__302__1,KPL__1__6409__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__400__TZM__304__1__304__1,KPL__1__6409__RAIL__Rail_SaSu+Hol
PARA2,1001,2,240,KPL__0__6214__RAIL__Rail_MTuWThF-XHol,262__0__103__UZM__605__2__605__2
1001,PARA1,2,0,261__1__710__UZM__4104__4104,KPL__1__6435__RAIL__Rail_SaSu+Hol
PARA2,1000,2,0,KPL__0__6438__RAIL__Rail_SaSu+Hol,260__0__715__UZM__4105__4105
PETO2,9001,2,0,HVL__0__3818__RAIL__Rail_SaSu+Hol,154__0__403__TZM__407__1__407__1
1001,PARA1,2,0,262__1__716__UZM__4101__4101,KPL__1__6449__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6448__RAIL__Rail_SaSu+Hol,226__0__437__TZM__308__308
8165,WATE1,2,0,130__1__750__TZM__404__404,HVL__1__3863__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3824__RAIL__Rail_SaSu+Hol,150__0__703__TZM__405__405
TAIT2,9251,2,0,HVL__0__3864__RAIL__Rail_SaSu+Hol,120__0__481__TZM__413__413
2002,PORI2,2,0,60__0__131__MNM__3202__3202,KPL__0__6312__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__3870__RAIL__Rail_SaSu+Hol,170__0__733__TZM__601__601
9001,PETO1,2,0,150__1__146__TZM__412__1__412__1,HVL__1__4621__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,150__1__156__TZM__431__431,HVL__1__3649__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__3660__RAIL__Rail_MTuWThF-XHol,130__0__205__TZM__415__1__415__1
9416,SILV,2,240,115__0__423__TZM__506__1__506__1,HVL__1__3857__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__110__TZM__403__3__403__3,HVL__1__2615__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__108__TZM__424__424,HVL__1__2615__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__183__TZM__205__3__205__3,17__0__137__TZM__105__2__105__2
6081,6081,2,120,2__1__100__NBM__10__5__10__5,18__0__101__NBM__35__5__35__5
6055,6017,2,240,1__1__120__TZM__224__224,23__0__115__TZM__111__3__111__3
6055,6017,2,240,1__1__118__TZM__214__214,23__0__115__TZM__111__3__111__3
7730,7730,2,120,23__1__170__TZM__244__244,7__1__226__TZM__123__123
3000,3000,2,120,1__0__803__TZM__111__1__111__1,19__0__747__TZM__201__201
7017,7017,2,120,29__0__119__TZM__109__2__109__2,1__0__163__TZM__147__147
3000,3000,2,120,1__0__269__TZM__226__226,19__0__173__TZM__218__218
7730,7730,2,120,23__1__416__TZM__110__1__110__1,7__1__428__TZM__204__2__204__2
3081,3081,2,120,19e__0__109__TZM__226__226,1__1__126__TZM__231__231
1001,PARA1,2,0,261__1__112__UZM__909__909,KPL__1__6221__RAIL__Rail_MTuWThF-XHol
TAIT2,9251,2,0,HVL__0__3664__RAIL__Rail_MTuWThF-XHol,120__0__101__TZM__419__1__419__1
1001,PARA1,2,0,260__1__402__UZM__4704__4704,KPL__1__6419__RAIL__Rail_SaSu+Hol
7026,7224,2,120,12__1__124__NBM__66__1__66__1,2__0__171__NBM__32__6__32__6
8140,WATE1,2,0,170__0__125__TZM__606__606,HVL__1__2623__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18e__1__146__NBM__112__4__112__4,2__0__167__NBM__39__4__39__4
9001,PETO1,2,0,150__1__100__TZM__404__2__404__2,HVL__1__4601__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__436__TZM__417__417,HVL__1__3833__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__240__NBM__32__6__32__6,18__0__191__NBM__86__86
6081,6081,2,120,2__1__240__NBM__32__6__32__6,18__0__191__NBM__86__1__86__1
6081,6081,2,120,2__1__290__NBM__73__1__73__1,18__0__191__NBM__86__86
6081,6081,2,120,2__1__290__NBM__73__2__73__2,18__0__191__NBM__86__1__86__1
2003,PORI1,2,0,220__1__412__TZM__302__1__302__1,KPL__1__6419__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__413__TZM__304__1__304__1,KPL__1__6419__RAIL__Rail_SaSu+Hol
7730,7730,2,120,23__1__702__TZM__107__107,7__1__708__TZM__101__1__101__1
6081,6081,2,120,2__1__436__NBM__35__4__35__4,18e__0__411__NBM__5__5__5__5
6720,7720,2,120,7__0__703__TZM__106__106,17__0__701__TZM__105__105
6055,6017,2,240,1__1__750__TZM__207__207,29__1__714__TZM__112__112
TAIT2,9251,2,0,HVL__0__3824__RAIL__Rail_SaSu+Hol,120__0__413__TZM__417__417
7017,7017,2,120,23__1__152__TZM__104__2__104__2,1__0__245__TZM__237__237
9416,SILV,2,240,115__0__109__TZM__506__2__506__2,HVL__1__2621__RAIL__Rail_MTuWThF-XHol
6733,6730,2,120,7__0__405__TZM__204__2__204__2,23__0__403__TZM__108__1__108__1
6720,7720,2,120,7__0__405__TZM__204__2__204__2,29__0__403__TZM__103__1__103__1
8140,WATE1,2,0,170__0__425__TZM__601__1__601__1,HVL__1__3833__RAIL__Rail_SaSu+Hol
7083,7083,2,120,18e__1__142__NBM__201__8__201__8,2__0__143__NBM__6__5__6__5
8140,WATE1,2,0,160__1__410__TZM__601__1__601__1,HVL__1__3819__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__260__NBM__13__6__13__6,18__0__211__NBM__56__1__56__1
8580,UPPE,2,240,111__0__129__TZM__505__3__505__3,HVL__1__3607__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,150__1__700__TZM__403__403,HVL__1__3815__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol,226__0__115__TZM__309__309
3081,3081,2,120,60__1__148__MNM__3012__3012,1__1__236__TZM__126__126
PETO2,9001,2,0,HVL__0__4630__RAIL__Rail_MTuWThF-XHol,154__0__135__TZM__430__430
PETO2,9001,2,0,MEL__0__5644__RAIL__Rail_MTuWThF-XHol,154__0__135__TZM__430__430
7720,7700,2,60,17__1__152__TZM__103__2__103__2,7__1__224__TZM__117__2__117__2
6720,7720,2,120,7__0__233__TZM__117__2__117__2,17__0__159__TZM__244__244
2002,PORI1,2,0,236__1__426__TZM__306__1__306__1,KPL__1__6463__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__3866__RAIL__Rail_SaSu+Hol,120__0__483__TZM__413__413
9001,PETO1,2,0,150__1__152__TZM__431__431,HVL__1__3641__RAIL__Rail_MTuWThF-XHol
UPPE,8579,2,240,HVL__0__3656__RAIL__Rail_MTuWThF-XHol,110__0__207__TZM__502__2__502__2
WATE2,9140,2,0,HVL__0__2636__RAIL__Rail_MTuWThF-XHol,170__0__135__TZM__601__2__601__2
PETO2,9001,2,0,HVL__0__3612__RAIL__Rail_MTuWThF-XHol,150__0__131__TZM__412__1__412__1
2001,PORI1,2,0,220__0__217__TZM__311__311,KPL__1__8207__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__217__TZM__311__1__311__1,KPL__1__8207__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__210__TZM__308__1__308__1,KPL__1__8207__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__117__TZM__307__2__307__2,KPL__1__8207__RAIL__Rail_MTuWThF-XHol
3000,3000,2,120,1__0__701__TZM__1__1,60__0__701__MNM__1021__1021
UPPE,8579,2,240,HVL__0__3620__RAIL__Rail_MTuWThF-XHol,110__0__163__TZM__526__526
2002,PORI1,2,0,230__1__146__TZM__302__2__302__2,KPL__1__6347__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__146__TZM__302__4__302__4,KPL__1__6347__RAIL__Rail_MTuWThF-XHol
TAIT2,9297,2,0,HVL__0__3844__RAIL__Rail_SaSu+Hol,121__0__417__TZM__406__1__406__1
PORI2,2003,2,0,KPL__0__6324__RAIL__Rail_MTuWThF-XHol,220__1__166__TZM__320__320
1001,PARA1,2,0,261__1__414__UZM__4704__4704,KPL__1__6443__RAIL__Rail_SaSu+Hol
PARA2,1001,2,240,KPL__0__6332__RAIL__Rail_MTuWThF-XHol,262__0__135__UZM__101__101
9001,PETO1,2,0,154__0__139__TZM__430__430,MEL__1__5631__RAIL__Rail_MTuWThF-XHol
7026,7224,2,120,12__1__450__NBM__21__4__21__4,2__0__487__NBM__3__6__3__6
PORI2,2002,2,0,KPL__0__8222__RAIL__Rail_MTuWThF-XHol,236__0__137__TZM__319__319
PORI2,2002,2,0,KPL__0__8222__RAIL__Rail_MTuWThF-XHol,236__0__137__TZM__319__1__319__1
PORI2,2002,2,0,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,236__0__137__TZM__319__319
PORI2,2002,2,0,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,236__0__137__TZM__319__1__319__1
7026,7224,2,120,12__1__454__NBM__20__4__20__4,2__0__503__NBM__18__5__18__5
PARA2,1000,2,0,KPL__0__6452__RAIL__Rail_SaSu+Hol,250__0__421__UZM__4704__4704
PETO2,9001,2,0,HVL__0__3830__RAIL__Rail_SaSu+Hol,154__0__409__TZM__407__1__407__1
PETO2,9001,2,0,HVL__0__3846__RAIL__Rail_SaSu+Hol,150__0__715__TZM__405__405
8251,TAIT1,2,0,120__1__406__TZM__401__1__401__1,HVL__1__3815__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3840__RAIL__Rail_SaSu+Hol,130__0__443__TZM__420__420
2002,PORI1,2,0,236__1__146__TZM__315__315,KPL__1__8205__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__146__TZM__315__1__315__1,KPL__1__8205__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,261__1__134__UZM__3609__3609,KPL__1__6331__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__421__TZM__602__1__602__1,HVL__1__3829__RAIL__Rail_SaSu+Hol
7017,7017,2,120,23__1__740__TZM__107__107,1__0__795__TZM__204__204
7083,7083,2,120,18e__1__402__NBM__19__4__19__4,2__0__409__NBM__18__5__18__5
7730,7730,2,120,23__1__400__TZM__105__1__105__1,7__1__402__TZM__204__2__204__2
7017,7017,2,120,29__0__151__TZM__109__2__109__2,1__0__261__TZM__153__153
7720,7700,2,60,17__1__438__TZM__102__1__102__1,7__1__502__TZM__209__209
7720,7700,2,60,17__1__128__TZM__139__139,7__1__178__TZM__101__3__101__3
TAIT2,9251,2,0,HVL__0__3852__RAIL__Rail_SaSu+Hol,120__0__733__TZM__603__603
9001,PETO1,2,0,150__1__110__TZM__405__2__405__2,MEL__1__5611__RAIL__Rail_MTuWThF-XHol
PORI2,2002,2,0,KPL__0__6436__RAIL__Rail_SaSu+Hol,230__0__709__TZM__301__301
PORI2,2001,2,0,KPL__0__6420__RAIL__Rail_SaSu+Hol,220__0__409__TZM__302__1__302__1
WATE2,9165,2,0,HVL__0__3848__RAIL__Rail_SaSu+Hol,150__0__715__TZM__405__405
7083,7083,2,120,18e__1__412__NBM__19__4__19__4,2__0__449__NBM__35__4__35__4
UPPE,8579,2,240,HVL__0__3848__RAIL__Rail_SaSu+Hol,110__0__729__TZM__503__503
7017,7017,2,120,29__0__425__TZM__117__1__117__1,1__0__457__TZM__116__1__116__1
6055,6017,2,240,1__1__444__TZM__113__1__113__1,23__0__423__TZM__110__1__110__1
PARA2,1001,2,240,KPL__0__6436__RAIL__Rail_SaSu+Hol,262__0__413__UZM__4701__4701
7026,7224,2,120,12__1__420__NBM__21__4__21__4,2__0__447__NBM__3__6__3__6
PORI1,2002,2,0,KPL__1__6449__RAIL__Rail_SaSu+Hol,60__1__720__MNM__1042__1042
6055,6017,2,240,1__1__506__TZM__206__1__206__1,23__0__453__TZM__110__1__110__1
8165,WATE1,2,0,130__1__118__TZM__410__1__410__1,HVL__1__2621__RAIL__Rail_MTuWThF-XHol
5915,5915,2,0,22__0__447__NBM__23__4__23__4,21__0__447__NBM__13__5__13__5
PORI2,2001,2,0,KPL__0__6216__RAIL__Rail_MTuWThF-XHol,220__0__107__TZM__308__1__308__1
PORI2,2001,2,0,KPL__0__8200__RAIL__Rail_MTuWThF-XHol,220__0__107__TZM__308__1__308__1
PETO2,9001,2,0,HVL__0__2616__RAIL__Rail_MTuWThF-XHol,150__0__107__TZM__412__1__412__1
PETO2,9001,2,0,MEL__0__5604__RAIL__Rail_MTuWThF-XHol,150__0__107__TZM__412__1__412__1
PORI1,2002,2,0,KPL__1__6227__RAIL__Rail_MTuWThF-XHol,60__1__114__MNM__3031__3031
PETO2,9001,2,0,HVL__0__3826__RAIL__Rail_SaSu+Hol,150__0__705__TZM__403__403
8165,WATE1,2,0,150__1__720__TZM__403__403,HVL__1__3853__RAIL__Rail_SaSu+Hol
7083,7083,2,120,18__1__708__NBM__23__3__23__3,2__0__733__NBM__6__3__6__3
