from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
5915,5915,2,0,21__0__725__NBM__28__3__28__3,22__0__725__NBM__21__3__21__3
PORI2,2001,2,0,KPL__0__6236__RAIL__Rail_MTuWThF-XHol,210__0__115__TZM__305__2__305__2
8140,WATE1,2,0,160__1__430__TZM__601__1__601__1,HVL__1__3839__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6226__RAIL__Rail_MTuWThF-XHol,226__0__113__TZM__304__2__304__2
2002,PORI1,2,0,230__1__110__TZM__305__2__305__2,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
WAIK,1501,2,240,KPL__0__6340__RAIL__Rail_MTuWThF-XHol,280__0__151__UZM__1108__1108
8140,WATE1,2,0,170__0__185__TZM__613__613,HVL__1__3661__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__736__TZM__603__603,HVL__1__3853__RAIL__Rail_SaSu+Hol
PORI2,2002,2,0,KPL__0__6432__RAIL__Rail_SaSu+Hol,236__0__705__TZM__304__304
8251,TAIT1,2,0,120__1__116__TZM__421__421,HVL__1__2615__RAIL__Rail_MTuWThF-XHol
7730,7730,2,120,23__1__136__TZM__106__1__106__1,7__1__184__TZM__121__121
3081,3081,2,120,60__1__130__MNM__3202__3202,1__1__198__TZM__237__237
UPPE,8579,2,240,HVL__0__2614__RAIL__Rail_MTuWThF-XHol,110__0__103__TZM__501__2__501__2
1501,WAIK,2,240,280__0__411__UZM__4702__4702,KPL__1__6435__RAIL__Rail_SaSu+Hol
WAIK,1501,2,240,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,281__0__125__UZM__3433__3433
1501,WAIK,2,240,280__0__419__UZM__4702__4702,KPL__1__6451__RAIL__Rail_SaSu+Hol
7083,7083,2,120,18e__1__700__NBM__3__5__3__5,2__0__701__NBM__4__5__4__5
PORI1,2002,2,0,KPL__1__6425__RAIL__Rail_SaSu+Hol,60__1__418__MNM__2021__2021
WATE2,9140,2,0,HVL__0__3854__RAIL__Rail_SaSu+Hol,160__0__443__TZM__604__604
UPPE,8579,2,240,HVL__0__2614__RAIL__Rail_MTuWThF-XHol,111__0__109__TZM__507__1__507__1
SILV,8416,2,240,HVL__0__3642__RAIL__Rail_MTuWThF-XHol,115__0__135__TZM__511__1__511__1
2003,PORI1,2,0,210__1__118__TZM__306__2__306__2,KPL__1__6301__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__408__TZM__304__1__304__1,KPL__1__6415__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__409__TZM__302__1__302__1,KPL__1__6415__RAIL__Rail_SaSu+Hol
PARA2,1000,2,0,KPL__0__6428__RAIL__Rail_SaSu+Hol,250__0__409__UZM__4704__4704
6720,7720,2,120,7__0__471__TZM__209__209,29__0__439__TZM__103__1__103__1
3081,3081,2,120,60__1__114__MNM__3031__3031,1__1__166__TZM__237__237
PARA2,1000,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,260__0__135__UZM__1313__1313
PARA2,1000,2,0,KPL__0__6444__RAIL__Rail_SaSu+Hol,250__0__417__UZM__4704__4704
UPPE,8579,2,240,HVL__0__3652__RAIL__Rail_MTuWThF-XHol,110__0__203__TZM__521__521
UPPE,8579,2,240,HVL__0__3652__RAIL__Rail_MTuWThF-XHol,110__0__203__TZM__521__1__521__1
7026,7224,2,120,12__1__168__NBM__28__5__28__5,2__0__297__NBM__73__1__73__1
7026,7224,2,120,12__1__168__NBM__28__5__28__5,2__0__297__NBM__73__2__73__2
6081,6081,2,120,2__1__264__NBM__86__86,18__0__215__NBM__71__1__71__1
6081,6081,2,120,2__1__264__NBM__86__1__86__1,18__0__215__NBM__71__1__71__1
1501,WAIK,2,240,280__0__149__UZM__502__3__502__3,KPL__1__6343__RAIL__Rail_MTuWThF-XHol
UPPE,8579,2,240,HVL__0__3632__RAIL__Rail_MTuWThF-XHol,110__0__181__TZM__513__1__513__1
WATE2,9140,2,0,HVL__0__3634__RAIL__Rail_MTuWThF-XHol,170__0__165__TZM__441__441
WATE2,9140,2,0,HVL__0__4620__RAIL__Rail_MTuWThF-XHol,170__0__165__TZM__441__441
8165,WATE1,2,0,130__1__702__TZM__404__404,HVL__1__3815__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__114__NBM__41__4__41__4,18e__0__103__NBM__152__2__152__2
7730,7730,2,120,23__1__160__TZM__111__3__111__3,7__1__212__TZM__117__2__117__2
8580,UPPE,2,240,110__1__404__TZM__504__1__504__1,HVL__1__3813__RAIL__Rail_Sa
2002,PORI2,2,0,60__0__147__MNM__3112__3112,KPL__0__6328__RAIL__Rail_MTuWThF-XHol
2002,PORI2,2,0,60__0__165__MNM__3062__3062,KPL__0__6328__RAIL__Rail_MTuWThF-XHol
6224,6224,2,240,2__1__756__NBM__4__5__4__5,12__0__713__NBM__16__3__16__3
8165,WATE1,2,0,150__1__702__TZM__405__405,HVL__1__3817__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,260__1__706__UZM__4103__4103,KPL__1__6427__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6448__RAIL__Rail_SaSu+Hol,210__0__417__TZM__305__1__305__1
2600,PARE,2,240,236__1__142__TZM__316__316,KPL__1__6351__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,260__1__714__UZM__4103__4103,KPL__1__6443__RAIL__Rail_SaSu+Hol
WAIK,1501,2,240,KPL__0__6308__RAIL__Rail_MTuWThF-XHol,280__0__131__UZM__808__808
2001,PORI1,2,0,226__0__105__TZM__304__2__304__2,KPL__1__8267__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__103__TZM__309__309,KPL__1__8267__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,154__0__413__TZM__407__1__407__1,HVL__1__3839__RAIL__Rail_SaSu+Hol
6720,7720,2,120,7__0__403__TZM__104__1__104__1,17__0__401__TZM__103__1__103__1
6224,6224,2,240,2__1__438__NBM__8__4__8__4,12__0__413__NBM__202__6__202__6
6055,6017,2,240,1__1__106__TZM__243__243,23__0__103__TZM__111__3__111__3
3000,3000,2,120,1__0__737__TZM__1__1,60__0__711__MNM__1061__1061
7730,7730,2,120,23__1__152__TZM__104__2__104__2,7__1__206__TZM__108__2__108__2
8580,UPPE,2,240,110__1__468__TZM__509__509,HVL__1__3849__RAIL__Rail_SaSu+Hol
PARA2,1001,2,240,KPL__0__6424__RAIL__Rail_SaSu+Hol,262__0__707__UZM__4101__4101
7026,7224,2,120,12__1__110__NBM__83__83,2__0__131__NBM__122__2__122__2
PORI2,2003,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol,220__1__118__TZM__310__310
WATE2,9140,2,0,HVL__0__3618__RAIL__Rail_MTuWThF-XHol,170__0__149__TZM__615__615
PARA2,1001,2,240,KPL__0__6440__RAIL__Rail_SaSu+Hol,262__0__715__UZM__4101__4101
PETO2,9001,2,0,HVL__0__4628__RAIL__Rail_MTuWThF-XHol,154__0__133__TZM__430__430
PARA2,1001,2,240,KPL__0__6326__RAIL__Rail_MTuWThF-XHol,261__0__129__UZM__3611__3611
2003,PORI1,2,0,210__1__102__TZM__301__2__301__2,KPL__1__8267__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__102__TZM__301__3__301__3,KPL__1__8267__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__223__TZM__123__123,29__0__157__TZM__103__2__103__2
7720,7700,2,60,17__1__430__TZM__102__1__102__1,7__1__466__TZM__209__209
7026,7224,2,120,12__1__714__NBM__202__5__202__5,2__0__755__NBM__1__8__1__8
PORI2,2001,2,0,KPL__0__6236__RAIL__Rail_MTuWThF-XHol,226__0__119__TZM__315__315
PORI2,2001,2,0,KPL__0__6236__RAIL__Rail_MTuWThF-XHol,226__0__119__TZM__315__1__315__1
PARA2,1001,2,240,KPL__0__6434__RAIL__Rail_SaSu+Hol,261__0__711__UZM__4103__4103
1501,WAIK,2,240,281__0__705__UZM__4102__4102,KPL__1__6425__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__112__NBM__14__5__14__5,18e__0__163__NBM__118__3__118__3
1501,WAIK,2,240,281__0__713__UZM__4102__4102,KPL__1__6441__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__504__TZM__211__211,29__1__448__TZM__114__1__114__1
PETO2,9001,2,0,HVL__0__3818__RAIL__Rail_SaSu+Hol,150__0__701__TZM__403__403
2003,PORI1,2,0,226__0__135__TZM__315__315,KPL__1__6315__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__135__TZM__315__1__315__1,KPL__1__6315__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6441__RAIL__Rail_SaSu+Hol,60__1__716__MNM__1051__1051
TAIT2,9251,2,0,HVL__0__2626__RAIL__Rail_MTuWThF-XHol,120__0__127__TZM__407__2__407__2
8140,WATE1,2,0,160__1__406__TZM__602__1__602__1,HVL__1__3815__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__132__TZM__319__319,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__132__TZM__319__1__319__1,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
7017,7017,2,120,23__1__702__TZM__107__107,1__0__715__TZM__204__204
3081,3081,2,120,60__1__438__MNM__2061__2061,1__1__478__TZM__202__1__202__1
7720,7700,2,60,17__1__418__TZM__102__1__102__1,7__1__442__TZM__209__209
7026,7224,2,120,12__1__440__NBM__27__4__27__4,2__0__491__NBM__23__4__23__4
7083,7083,2,120,18__1__106__NBM__117__4__117__4,2__0__137__NBM__31__6__31__6
2001,PORI1,2,0,220__0__205__TZM__307__2__307__2,KPL__1__6349__RAIL__Rail_F-XHol
6081,6081,2,120,2__1__704__NBM__4__5__4__5,18e__0__703__NBM__3__5__3__5
WATE2,9165,2,0,HVL__0__3620__RAIL__Rail_MTuWThF-XHol,130__0__161__TZM__424__424
2002,PORI1,2,0,236__1__126__TZM__315__315,KPL__1__6313__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__126__TZM__315__1__315__1,KPL__1__6313__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__475__TZM__211__211,29__0__441__TZM__114__1__114__1
8140,WATE1,2,0,160__1__126__TZM__607__607,HVL__1__2629__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6442__RAIL__Rail_SaSu+Hol,226__0__431__TZM__308__308
3081,3081,2,120,19__0__147__TZM__130__130,1__1__172__TZM__121__121
1001,PARA1,2,0,262__1__146__UZM__607__1__607__1,KPL__1__6341__RAIL__Rail_MTuWThF-XHol
PORI2,2002,2,0,KPL__0__6440__RAIL__Rail_SaSu+Hol,236__0__709__TZM__304__304
WAIK,1501,2,240,KPL__0__6442__RAIL__Rail_SaSu+Hol,281__0__415__UZM__4702__4702
WATE2,9140,2,0,HVL__0__4626__RAIL__Rail_MTuWThF-XHol,170__0__173__TZM__441__441
WATE2,9140,2,0,HVL__0__3642__RAIL__Rail_MTuWThF-XHol,170__0__173__TZM__441__441
8140,WATE1,2,0,170__0__717__TZM__602__602,HVL__1__3847__RAIL__Rail_SaSu+Hol
6720,7720,2,120,7__0__163__TZM__140__140,29__0__131__TZM__129__129
6720,7720,2,120,7__0__161__TZM__242__242,29__0__131__TZM__129__129
6081,6081,2,120,2__1__738__NBM__11__3__11__3,18e__0__713__NBM__2__7__2__7
PORI1,2002,2,0,KPL__1__6303__RAIL__Rail_MTuWThF-XHol,60__1__130__MNM__3202__3202
2002,PORI2,2,0,60__0__163__MNM__3381__3381,KPL__0__6358__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,60__1__160__MNM__3141__3141,1__1__258__TZM__107__2__107__2
8580,UPPE,2,240,110__1__206__TZM__531__531,HVL__1__3653__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,19__0__439__TZM__210__210,1__1__490__TZM__1__1__1__1
8580,UPPE,2,240,110__1__146__TZM__504__2__504__2,HVL__1__2639__RAIL__Rail_MTuWThF-XHol
3000,3000,2,120,1__0__725__TZM__104__104,19__0__713__TZM__205__205
8165,WATE1,2,0,130__1__734__TZM__401__401,HVL__1__3847__RAIL__Rail_SaSu+Hol
7036,7036,2,120,28__1__100__NBM__48__1__48__1,2__0__111__NBM__110__4__110__4
9001,PETO1,2,0,154__0__421__TZM__403__1__403__1,HVL__1__3855__RAIL__Rail_SaSu+Hol
WATE2,9140,2,0,HVL__0__3840__RAIL__Rail_SaSu+Hol,160__0__713__TZM__601__601
PORI2,2003,2,0,KPL__0__6442__RAIL__Rail_SaSu+Hol,220__1__430__TZM__301__1__301__1
WATE2,9140,2,0,HVL__0__3856__RAIL__Rail_SaSu+Hol,160__0__721__TZM__603__603
WATE2,9140,2,0,HVL__0__3830__RAIL__Rail_SaSu+Hol,170__0__709__TZM__402__402
8251,TAIT1,2,0,120__1__402__TZM__401__1__401__1,HVL__1__3811__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__480__NBM__25__4__25__4,18__0__423__NBM__40__3__40__3
WATE2,9165,2,0,HVL__0__3852__RAIL__Rail_SaSu+Hol,130__0__735__TZM__401__401
2001,PORI1,2,0,220__0__751__TZM__302__302,KPL__1__6411__RAIL__Rail_SaSu+Hol
7026,7224,2,120,12__1__154__NBM__77__1__77__1,2__0__275__NBM__3__7__3__7
8140,WATE1,2,0,170__0__111__TZM__608__608,HVL__1__4609__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__109__TZM__604__1__604__1,HVL__1__4609__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,60__1__104__MNM__3111__3111,1__1__146__TZM__138__138
2001,PORI1,2,0,220__0__461__TZM__302__1__302__1,KPL__1__6467__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__458__TZM__304__1__304__1,KPL__1__6467__RAIL__Rail_SaSu+Hol
2600,PARE,2,240,236__1__100__TZM__319__319,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__100__TZM__319__1__319__1,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,17__1__712__TZM__112__112,7__1__726__TZM__101__1__101__1
TAIT2,9251,2,0,HVL__0__3852__RAIL__Rail_SaSu+Hol,120__0__469__TZM__417__417
6224,6224,2,240,2__1__510__NBM__34__5__34__5,12__0__443__NBM__35__4__35__4
3000,3000,2,120,1__0__777__TZM__1__1,19__0__739__TZM__205__205
9001,PETO1,2,0,150__1__400__TZM__404__1__404__1,HVL__1__3811__RAIL__Rail_SaSu+Hol
3081,3081,2,120,19__0__745__TZM__205__205,1__1__796__TZM__109__1__109__1
6081,6081,2,120,2__1__208__NBM__120__3__120__3,18e__0__111__NBM__118__3__118__3
1501,WAIK,2,240,280__0__429__UZM__4702__4702,KPL__1__6467__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__452__TZM__111__2__111__2,29__1__426__TZM__117__1__117__1
9525,TREN,2,240,114__0__117__TZM__503__2__503__2,HVL__1__3609__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__431__TZM__209__209,29__0__419__TZM__117__1__117__1
PORI2,2002,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,230__0__131__TZM__319__319
PORI2,2002,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,230__0__131__TZM__319__1__319__1
7017,7017,2,120,23__1__438__TZM__108__1__108__1,1__0__477__TZM__116__1__116__1
6733,6730,2,120,7__0__409__TZM__204__2__204__2,23__0__407__TZM__105__1__105__1
7730,7730,2,120,23__1__730__TZM__107__107,7__1__736__TZM__115__115
8297,TAIT1,2,0,121__1__108__TZM__416__1__416__1,HVL__1__2613__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__102__TZM__308__1__308__1,KPL__1__7203__RAIL__Rail_MTuWThF-XHol
7017,7017,2,120,23__1__724__TZM__114__114,1__0__759__TZM__109__1__109__1
6055,6017,2,240,1__1__402__TZM__206__1__206__1,23__0__401__TZM__105__1__105__1
9001,PETO1,2,0,154__0__113__TZM__408__1__408__1,MEL__1__5617__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__474__TZM__413__413,HVL__1__3855__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,262__1__114__UZM__1207__1207,KPL__1__6223__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,262__1__114__UZM__1207__1__1207__1,KPL__1__6223__RAIL__Rail_MTuWThF-XHol
PETO2,9001,2,0,HVL__0__3858__RAIL__Rail_SaSu+Hol,150__0__437__TZM__409__409
6224,6224,2,240,2__1__242__NBM__60__1__60__1,12__0__167__NBM__71__1__71__1
9416,SILV,2,240,115__0__119__TZM__524__524,HVL__1__3611__RAIL__Rail_MTuWThF-XHol
6081,6081,2,120,2__1__770__NBM__21__3__21__3,18e__0__721__NBM__39__2__39__2
UPPE,8579,2,240,HVL__0__3852__RAIL__Rail_SaSu+Hol,110__0__465__TZM__514__1__514__1
PORI2,2003,2,0,KPL__0__6452__RAIL__Rail_SaSu+Hol,220__1__440__TZM__304__1__304__1
PORI2,2003,2,0,KPL__0__6416__RAIL__Rail_SaSu+Hol,220__1__404__TZM__302__1__302__1
PORI2,2002,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol,230__0__127__TZM__308__1__308__1
TREN,9525,2,240,HVL__0__3846__RAIL__Rail_SaSu+Hol,114__1__416__TZM__508__508
8140,WATE1,2,0,170__0__141__TZM__615__615,HVL__1__3607__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__153__TZM__304__2__304__2,KPL__1__6341__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,17__1__102__TZM__139__139,7__1__124__TZM__203__2__203__2
FEAT,1810,2,0,WRL__0__1610__RAIL__Rail_MTuWThF-XHol,200__1__118__TZM__902__902
9001,PETO1,2,0,150__1__132__TZM__430__430,HVL__1__3607__RAIL__Rail_MTuWThF-XHol
9525,TREN,2,240,114__0__415__TZM__505__2__505__2,HVL__1__3841__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__134__TZM__313__313,KPL__1__6235__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__141__TZM__306__2__306__2,KPL__1__6235__RAIL__Rail_MTuWThF-XHol
PORI2,2003,2,0,KPL__0__6468__RAIL__Rail_SaSu+Hol,220__1__456__TZM__302__1__302__1
UPPE,8579,2,240,HVL__0__3646__RAIL__Rail_MTuWThF-XHol,110__0__197__TZM__502__2__502__2
6055,6017,2,240,1__1__502__TZM__111__2__111__2,23__0__451__TZM__110__1__110__1
3081,3081,2,120,60__1__116__MNM__3101__3101,1__1__172__TZM__121__121
2003,PORI1,2,0,220__1__454__TZM__304__1__304__1,KPL__1__6463__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__457__TZM__302__1__302__1,KPL__1__6463__RAIL__Rail_SaSu+Hol
WATE2,9140,2,0,HVL__0__4616__RAIL__Rail_MTuWThF-XHol,160__0__145__TZM__601__2__601__2
WATE2,9140,2,0,HVL__0__3630__RAIL__Rail_MTuWThF-XHol,160__0__145__TZM__601__2__601__2
7083,7083,2,120,18e__1__408__NBM__5__5__5__5,2__0__433__NBM__8__4__8__4
PORI1,2002,2,0,KPL__1__6457__RAIL__Rail_SaSu+Hol,60__1__450__MNM__2042__2042
8165,WATE1,2,0,130__1__138__TZM__403__3__403__3,HVL__1__2635__RAIL__Rail_MTuWThF-XHol
PORI2,2003,2,0,KPL__0__6434__RAIL__Rail_SaSu+Hol,220__1__714__TZM__303__1__303__1
WATE2,9165,2,0,HVL__0__2638__RAIL__Rail_MTuWThF-XHol,150__0__121__TZM__431__431
1501,WAIK,2,240,280__0__425__UZM__4702__4702,KPL__1__6463__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__726__TZM__109__1__109__1,29__1__708__TZM__105__105
PARE,2600,2,240,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,236__0__131__TZM__316__316
PARE,2600,2,240,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,236__0__131__TZM__316__1__316__1
PARE,2600,2,240,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,236__0__131__TZM__316__2__316__2
2001,PORI1,2,0,220__0__105__TZM__303__3__303__3,KPL__1__6209__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__105__TZM__303__4__303__4,KPL__1__6209__RAIL__Rail_MTuWThF-XHol
2002,PORI2,2,0,60__0__435__MNM__2061__2061,KPL__0__6452__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3638__RAIL__Rail_MTuWThF-XHol,130__0__185__TZM__409__1__409__1
WATE2,9165,2,0,HVL__0__3640__RAIL__Rail_MTuWThF-XHol,130__0__185__TZM__409__1__409__1
WATE2,9165,2,0,HVL__0__4624__RAIL__Rail_MTuWThF-XHol,130__0__185__TZM__409__1__409__1
SILV,8416,2,240,HVL__0__3844__RAIL__Rail_SaSu+Hol,115__0__417__TZM__506__1__506__1
WATE2,9140,2,0,HVL__0__2622__RAIL__Rail_MTuWThF-XHol,170__0__125__TZM__606__606
7017,7017,2,120,23__1__160__TZM__111__3__111__3,1__0__253__TZM__217__217
6720,7720,2,120,7__0__147__TZM__205__3__205__3,29__0__123__TZM__105__2__105__2
2002,PORI1,2,0,230__1__108__TZM__316__316,KPL__1__8207__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__108__TZM__316__1__316__1,KPL__1__8207__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__108__TZM__316__2__316__2,KPL__1__8207__RAIL__Rail_MTuWThF-XHol
6224,6224,2,240,2__1__178__NBM__39__4__39__4,12__0__133__NBM__46__2__46__2
WATE2,9165,2,0,HVL__0__3868__RAIL__Rail_SaSu+Hol,130__0__755__TZM__404__404
WATE2,9165,2,0,HVL__0__3824__RAIL__Rail_SaSu+Hol,150__0__405__TZM__404__1__404__1
7720,7700,2,60,17__1__150__TZM__105__2__105__2,7__1__220__TZM__216__216
2002,PORI1,2,0,236__1__124__TZM__309__309,KPL__1__6307__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__159__TZM__313__313,KPL__1__6309__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__156__TZM__305__2__305__2,KPL__1__6309__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,17__1__146__TZM__105__2__105__2,7__1__216__TZM__216__216
PORI2,2001,2,0,KPL__0__6314__RAIL__Rail_MTuWThF-XHol,220__0__157__TZM__306__2__306__2
SILV,8416,2,240,HVL__0__2636__RAIL__Rail_MTuWThF-XHol,115__0__115__TZM__524__524
3000,3000,2,120,1__0__721__TZM__102__102,60__0__707__MNM__1021__1021
3000,3000,2,120,1__0__471__TZM__207__1__207__1,60__0__439__MNM__2071__2071
8165,WATE1,2,0,130__1__438__TZM__410__410,HVL__1__3833__RAIL__Rail_SaSu+Hol
PARA2,1000,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol,260__0__111__UZM__1410__1410
PARA2,1000,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol,260__0__111__UZM__1410__1__1410__1
7017,7017,2,120,23__1__418__TZM__105__1__105__1,1__0__437__TZM__116__1__116__1
8140,WATE1,2,0,160__1__440__TZM__601__1__601__1,HVL__1__3849__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,281__0__109__UZM__808__808,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__110__TZM__414__1__414__1,HVL__1__4607__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,260__1__138__UZM__3332__3332,KPL__1__6333__RAIL__Rail_MTuWThF-XHol
8297,TAIT1,2,0,121__1__128__TZM__426__426,HVL__1__3629__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__435__TZM__601__1__601__1,HVL__1__3843__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,280__0__101__UZM__101__101,KPL__1__6207__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,19__0__419__TZM__210__210,1__1__450__TZM__1__1__1__1
2003,PORI1,2,0,226__0__417__TZM__307__1__307__1,KPL__1__6425__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6444__RAIL__Rail_SaSu+Hol,220__1__724__TZM__302__302
7730,7730,2,120,23__1__736__TZM__114__114,7__1__742__TZM__115__115
6720,7720,2,120,7__0__711__TZM__101__1__101__1,17__0__705__TZM__105__105
7083,7083,2,120,18e__1__718__NBM__2__7__2__7,2__0__761__NBM__29__3__29__3
7720,7700,2,60,29__1__158__TZM__109__2__109__2,7__1__226__TZM__123__123
7017,7017,2,120,23__1__444__TZM__108__1__108__1,1__0__489__TZM__206__1__206__1
6720,7720,2,120,7__0__101__TZM__102__2__102__2,17__0__101__TZM__105__2__105__2
7730,7730,2,120,23__1__106__TZM__111__3__111__3,7__1__122__TZM__124__124
2002,PORI1,2,0,236__1__406__TZM__306__1__306__1,KPL__1__6423__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__704__TZM__304__304,KPL__1__6423__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6308__RAIL__Rail_MTuWThF-XHol,210__0__119__TZM__305__2__305__2
3000,3000,2,120,1__0__491__TZM__207__1__207__1,60__0__449__MNM__2032__2032
WATE2,9165,2,0,HVL__0__3642__RAIL__Rail_MTuWThF-XHol,150__0__147__TZM__403__3__403__3
WATE2,9165,2,0,HVL__0__4626__RAIL__Rail_MTuWThF-XHol,150__0__147__TZM__403__3__403__3
WATE2,9165,2,0,HVL__0__4628__RAIL__Rail_MTuWThF-XHol,150__0__147__TZM__403__3__403__3
8165,WATE1,2,0,130__1__134__TZM__415__1__415__1,HVL__1__2633__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__191__TZM__152__152,29__0__145__TZM__109__2__109__2
6720,7720,2,120,7__0__193__TZM__154__154,29__0__145__TZM__109__2__109__2
6081,6081,2,120,2__1__734__NBM__22__3__22__3,18__0__711__NBM__10__3__10__3
WATE2,9140,2,0,HVL__0__3632__RAIL__Rail_MTuWThF-XHol,160__0__147__TZM__604__1__604__1
WATE2,9140,2,0,HVL__0__4618__RAIL__Rail_MTuWThF-XHol,160__0__147__TZM__604__1__604__1
PORI2,2002,2,0,KPL__0__6452__RAIL__Rail_SaSu+Hol,230__0__717__TZM__301__301
8251,TAIT1,2,0,120__1__716__TZM__407__407,HVL__1__3833__RAIL__Rail_SaSu+Hol
WATE2,9140,2,0,HVL__0__3832__RAIL__Rail_SaSu+Hol,170__0__425__TZM__601__1__601__1
7720,7700,2,60,29__1__714__TZM__112__112,7__1__732__TZM__101__1__101__1
6081,6081,2,120,2__1__504__NBM__37__5__37__5,18__0__429__NBM__2__8__2__8
3081,3081,2,120,19__0__153__TZM__130__130,1__1__190__TZM__225__225
2002,PORI2,2,0,60__0__709__MNM__1061__1061,KPL__0__6436__RAIL__Rail_SaSu+Hol
7720,7700,2,60,17__1__706__TZM__105__105,7__1__714__TZM__101__1__101__1
6720,7720,2,120,7__0__225__TZM__117__2__117__2,17__0__155__TZM__109__2__109__2
PORI2,2001,2,0,KPL__0__6340__RAIL__Rail_MTuWThF-XHol,220__0__191__TZM__310__310
PORI2,2001,2,0,KPL__0__8220__RAIL__Rail_MTuWThF-XHol,220__0__191__TZM__310__310
PARA2,1000,2,0,KPL__0__6318__RAIL__Rail_MTuWThF-XHol,260__0__125__UZM__604__2__604__2
